transaction_id,user_id,transaction_date,username,email,age,subscription,region,city,store_id,product_category,sale_amount,price,status,raw_timestamp
212,1120,2026-01-17,rhonda93,petersonjasmine@example.net,56,Basic,North,Delhi,13,Groceries,4752.15,2667.53,,2004-03-27 11:25:28
18,1145,2025-07-06,michellenorman,brendashaw@example.com,39,Basic,East,Chennai,11,Electronics,1079.57,100.75,,2002-05-20 18:52:06
168,1182,2026-03-13,sanderson,brennanmaria@example.com,61,Basic,South,Mumbai,4,Groceries,2744.42,931.55,Pending,2019-02-15 06:25:10
112,1163,2025-09-30,kristinwatson,jacobhunter@example.com,55,Premium,North,Delhi,18,Clothing,1136.15,1707.05,Completed,2001-02-23 22:45:00
17,1006,2025-12-07,lewisscott,jamescampbell@example.org,29,Basic,East,Delhi,1,Groceries,120.07,733.31,,2006-09-30 01:37:34
121,1191,2025-07-19,dmathis,danielboyer@example.org,53,Premium,North,Chennai,2,Electronics,2941.89,1284.22,Completed,1985-08-09 15:56:46
210,1097,2025-09-16,oneilldakota,josephrichard@example.org,58,Premium,North,Bangalore,1,Electronics,1835.06,2442.65,Pending,2025-02-04 11:22:23
269,1104,2026-03-21,sally80,alowery@example.org,45,Basic,North,Bangalore,13,Groceries,1262.52,1341.04,Pending,1983-08-01 23:11:58
259,1102,2025-10-15,gonzalesvalerie,rhonda84@example.net,48,Basic,North,Delhi,14,Books,337.93,833.24,Pending,2020-08-20 17:11:47
187,1030,2026-04-22,davidhicks,qclements@example.net,45,Premium,West,Delhi,12,Groceries,2647.64,398.36,Pending,2007-05-09 07:31:31
150,1122,2026-02-09,lgonzalez,jay41@example.com,25,Premium,West,Delhi,10,Electronics,2708.62,2624.87,Pending,2020-07-29 02:42:38
229,1195,2025-08-03,molinajustin,hrivas@example.com,32,Basic,East,Chennai,3,Groceries,1970.93,341.45,Pending,1998-10-28 09:47:54
190,1100,2025-07-07,karen60,timhale@example.net,46,Premium,South,Delhi,9,Clothing,3192.39,76.86,,1997-06-29 11:46:26
266,1131,2026-06-24,richardsmith,gravesmichael@example.org,26,Basic,East,Bangalore,1,Books,1383.68,104.7,Completed,1986-03-22 03:23:26
55,1157,2026-05-17,markbrowning,christiansmith@example.com,39,Premium,South,Hyderabad,6,Books,1382.21,938.77,,2016-10-02 21:28:34
174,1033,2026-04-16,michaellee,cmitchell@example.org,57,Premium,North,Bangalore,16,Books,3288.54,2391.8,,2000-12-23 13:13:09
295,1018,2025-09-28,kristie05,johnnyfrank@example.com,28,Premium,North,Mumbai,16,Books,1067.25,2830.14,,2018-11-19 04:57:40
199,1029,2025-12-03,jasonflores,kochalex@example.com,56,Basic,South,Delhi,7,Groceries,2042.16,1211.82,Pending,2011-03-16 12:20:18
253,1138,2025-12-08,brandon72,kristin02@example.net,29,Basic,North,Delhi,17,Electronics,3063.12,1296.57,Pending,1991-04-28 14:50:34
153,1143,2025-07-02,jamesblack,joneswhitney@example.org,26,Premium,South,Chennai,17,Electronics,3481.4,103.41,Completed,1983-02-19 06:08:54
113,1061,2026-03-17,joshuamclaughlin,fzamora@example.net,46,Basic,South,Delhi,13,Electronics,419.49,2179.54,Pending,1978-02-18 07:19:46
214,1041,2025-12-26,stacygilbert,matthewbrown@example.com,64,Basic,East,Chennai,5,Books,276.87,1645.56,Pending,2024-04-16 01:11:12
94,1123,2026-02-15,michael01,qdavidson@example.org,16,Premium,North,Chennai,8,Books,956.49,2121.06,Completed,2018-08-06 15:27:28
277,1094,2026-03-11,regina44,cstone@example.net,63,Basic,West,Bangalore,14,Books,4474.39,2091.83,Completed,2014-12-31 09:39:40
90,1138,2026-01-05,lucas16,awilliams@example.org,19,Premium,North,Delhi,15,Clothing,3688.98,2762.89,Completed,1973-04-10 04:34:33
146,1164,2026-04-30,fullerdanielle,sarah75@example.org,61,Basic,North,Chennai,1,Clothing,742.3,700.54,Completed,2008-06-10 05:44:58
24,1154,2026-01-01,ijones,samuelbell@example.net,18,Basic,North,Chennai,20,Electronics,1941.09,751.83,Pending,1994-07-10 20:13:33
72,1014,2025-08-21,gonzalezjulie,david24@example.net,18,Premium,West,Hyderabad,1,Electronics,1103.8,187.13,Pending,1990-12-27 06:09:38
149,1103,2025-08-19,jonescandice,tcastillo@example.com,38,Basic,East,Bangalore,10,Clothing,4771.78,2024.83,Pending,2024-02-06 09:39:33
40,1096,2025-07-18,emilyduke,kelly51@example.net,63,Premium,West,Mumbai,2,Books,2896.88,775.86,Completed,2025-02-27 04:48:38
236,1079,2026-01-09,gonzalezsamuel,john70@example.com,48,Basic,West,Delhi,1,Groceries,4329.88,2025.68,Pending,2017-11-28 16:54:36
262,1071,2025-08-27,roblesglen,matthew69@example.org,27,Premium,East,Mumbai,17,Electronics,4441.5,972.28,,2005-07-09 08:28:07
229,1053,2025-11-17,karengarcia,ashleyhenson@example.org,25,Premium,North,Mumbai,11,Electronics,3221.07,2964.33,Pending,1975-09-24 14:46:28
213,1050,2026-02-26,brownjeffrey,susanmartin@example.net,39,Premium,East,Hyderabad,13,Electronics,2807.71,658.41,Completed,2012-03-14 10:02:59
25,1103,2025-06-27,tjohnston,xfletcher@example.org,32,Basic,East,Hyderabad,5,Clothing,1843.5,2734.65,,1980-02-23 03:27:37
246,1055,2025-09-11,rjackson,travisharris@example.org,24,Premium,East,Mumbai,9,Books,3220.8,2392.71,,2017-01-19 01:03:17
269,1115,2026-03-05,rebeccahampton,evillarreal@example.net,30,Basic,South,Delhi,6,Books,2694.77,1401.99,Completed,1973-08-29 23:16:18
43,1121,2025-12-27,stacy78,skinnerana@example.org,56,Basic,North,Mumbai,18,Electronics,1851.99,538.86,Pending,1983-02-06 08:50:05
95,1054,2026-04-16,kellydelgado,sarahaguilar@example.com,35,Premium,West,Bangalore,10,Groceries,2093.91,211.58,Completed,1983-05-31 19:09:30
48,1013,2025-07-26,davisjessica,jjohnson@example.com,24,Premium,South,Bangalore,20,Groceries,3906.52,821.61,,1993-04-14 18:24:28
275,1137,2026-04-30,moorekelsey,marylopez@example.org,39,Basic,West,Chennai,8,Books,1953.39,451.96,,1984-12-15 21:23:08
252,1023,2026-04-23,esmith,sgutierrez@example.net,56,Premium,North,Chennai,10,Electronics,4456.83,2306.24,Completed,2005-04-21 15:59:42
93,1159,2025-07-25,victoria00,carlos04@example.net,23,Premium,South,Hyderabad,16,Books,3926.68,1893.12,,1997-11-11 17:58:31
89,1081,2025-10-08,charles88,johnchandler@example.com,24,Premium,East,Bangalore,17,Books,4146.03,1558.54,Completed,2009-04-10 23:18:33
224,1095,2026-03-16,stewartstephen,kempmichael@example.net,64,Premium,South,Hyderabad,10,Electronics,1912.42,844.31,Completed,2020-06-03 18:47:28
245,1030,2026-04-18,rebeccaflowers,christine24@example.org,17,Basic,South,Mumbai,19,Electronics,1232.57,2542.85,Completed,1986-12-29 01:13:27
70,1123,2026-05-05,jayrodriguez,monicaabbott@example.com,33,Premium,West,Delhi,16,Clothing,1352.99,648.83,Pending,2008-11-12 03:59:16
201,1055,2026-05-20,jenniferbeltran,njefferson@example.net,37,Premium,North,Chennai,18,Books,152.36,660.91,,2020-11-04 01:00:20
175,1108,2026-06-01,edwardvasquez,maryguzman@example.net,62,Premium,East,Bangalore,4,Groceries,1950.24,1914.64,Completed,2018-11-27 23:30:11
249,1124,2025-11-04,donaldcollins,melissa94@example.com,34,Premium,West,Bangalore,11,Clothing,2599.31,2654.92,Pending,1972-05-22 08:09:49
294,1108,2026-05-30,ariel22,gavery@example.com,34,Premium,North,Hyderabad,15,Groceries,264.93,1387.49,Completed,2025-05-14 17:11:53
107,1178,2026-01-25,ronaldtaylor,wilkinsondiane@example.net,34,Basic,East,Chennai,20,Groceries,3062.71,2555.04,Pending,1993-11-03 09:03:55
60,1112,2025-07-07,thomaswilliam,james66@example.org,20,Basic,West,Delhi,3,Books,4077.1,107.99,Completed,1973-08-03 13:38:54
7,1155,2026-04-09,andreamurray,shannonheath@example.org,43,Premium,West,Delhi,6,Groceries,1196.61,1539.69,Pending,1977-07-30 19:19:45
104,1158,2026-01-05,smithmark,zwilliams@example.net,50,Premium,East,Delhi,4,Clothing,587.38,2787.96,,1996-11-07 11:04:36
161,1050,2025-09-03,williamskelly,ryanmoss@example.com,17,Basic,West,Chennai,6,Groceries,3096.53,1970.56,Completed,1978-08-05 19:01:03
82,1022,2025-07-20,csmith,lydiawright@example.org,56,Premium,North,Bangalore,8,Electronics,2279.14,2937.96,Pending,1993-05-04 02:29:18
24,1040,2025-07-30,mlopez,rsmith@example.org,57,Premium,East,Hyderabad,3,Books,138.74,2150.47,,2019-06-03 18:02:07
23,1106,2025-08-14,kellis,hfigueroa@example.com,31,Premium,East,Hyderabad,19,Electronics,3626.58,1829.19,Pending,1980-10-29 12:11:31
72,1014,2025-11-16,trevor93,timothyrobinson@example.net,35,Premium,East,Delhi,11,Groceries,3496.5,1969.93,Completed,2013-02-28 19:53:44
208,1172,2026-06-21,graychristopher,vasquezbenjamin@example.net,22,Basic,North,Bangalore,11,Electronics,4225.07,2775.26,Completed,2022-06-10 09:29:21
217,1065,2025-07-29,martinhunter,pjacobs@example.org,40,Premium,South,Bangalore,2,Groceries,477.83,678.73,,2025-06-05 22:36:59
96,1008,2026-05-11,pbrewer,dellis@example.org,65,Basic,East,Bangalore,12,Groceries,1997.31,2668.28,,2011-06-22 20:43:36
15,1090,2026-03-09,vaughnzachary,jhamilton@example.net,30,Premium,South,Mumbai,14,Groceries,2129.81,526.0,Pending,1978-01-03 22:40:27
246,1063,2025-10-25,melinda88,kevin14@example.org,20,Premium,East,Delhi,13,Clothing,3486.15,839.46,,2007-07-25 00:36:24
200,1186,2026-06-17,bbrown,harrellhector@example.org,65,Basic,South,Delhi,11,Clothing,3816.75,743.35,,1988-05-30 15:22:13
226,1008,2025-12-30,dmiller,kathryn19@example.net,21,Basic,West,Chennai,20,Clothing,3280.39,2136.18,Pending,1974-03-04 22:53:59
211,1106,2025-07-31,justinlane,edyer@example.net,62,Premium,East,Bangalore,20,Groceries,3887.34,2587.51,,1991-05-31 17:12:44
28,1028,2026-01-02,eddiebennett,kimberlyfisher@example.org,46,Basic,North,Chennai,5,Clothing,3877.76,1912.08,Pending,2005-06-04 15:36:20
25,1164,2026-04-19,bakerchristopher,xdeleon@example.com,54,Basic,West,Delhi,14,Books,1058.66,273.73,Pending,2017-02-22 06:29:09
162,1095,2026-02-08,ahubbard,xhughes@example.org,33,Premium,South,Mumbai,13,Groceries,1050.48,322.09,,2008-01-14 19:58:24
242,1058,2026-05-31,tara91,pricejacqueline@example.com,50,Premium,East,Delhi,14,Electronics,3804.88,610.88,Completed,2022-03-06 08:07:03
140,1118,2026-02-07,ccooper,akeller@example.com,60,Basic,North,Mumbai,13,Books,2857.69,2341.73,Pending,1972-08-16 20:51:51
160,1015,2025-10-01,daltonjeffrey,michaelcompton@example.net,40,Premium,East,Hyderabad,3,Books,2296.41,1092.06,,1994-05-12 10:30:09
281,1047,2025-07-26,james71,alexandria28@example.com,19,Basic,South,Mumbai,3,Clothing,4529.57,1743.67,,2009-12-09 19:11:07
231,1065,2026-02-15,stevemiles,jonesmelanie@example.net,42,Basic,North,Mumbai,12,Groceries,2403.83,2128.99,Completed,1977-09-18 10:41:31
295,1076,2025-09-28,bellkaren,bgreen@example.net,42,Premium,East,Bangalore,1,Electronics,3396.09,2575.13,Completed,2007-07-26 17:14:48
224,1094,2026-06-04,sandra76,schroederlogan@example.com,17,Basic,East,Bangalore,5,Electronics,3296.79,1069.05,Completed,2013-09-15 23:38:09
241,1030,2026-05-20,ycain,destiny36@example.com,28,Premium,East,Chennai,16,Books,3294.78,651.01,,2003-10-21 07:43:12
80,1095,2025-09-24,hillapril,mary75@example.org,23,Basic,West,Delhi,8,Books,4554.78,1532.19,Pending,1987-09-02 11:45:12
137,1187,2026-02-18,dwilliams,candicerussell@example.com,63,Premium,East,Mumbai,20,Books,295.65,761.24,Completed,1982-08-30 01:35:24
185,1097,2026-02-11,nicholasberger,ericanelson@example.org,34,Premium,East,Delhi,13,Electronics,1532.1,269.45,Pending,1999-10-07 08:46:34
244,1002,2025-10-26,alexandercarlos,christian61@example.org,51,Premium,South,Hyderabad,7,Electronics,1867.21,847.86,Pending,2015-07-19 09:16:16
222,1036,2026-03-11,michaelandrew,ritahenderson@example.net,24,Premium,South,Chennai,5,Electronics,4594.89,2090.13,Pending,1997-07-14 00:02:08
245,1041,2026-06-06,fernandezrichard,powellmatthew@example.org,30,Premium,West,Chennai,16,Electronics,3022.73,1351.05,Pending,2014-05-07 19:04:52
32,1063,2026-01-08,davidtaylor,danielsmichelle@example.net,16,Premium,South,Chennai,2,Books,2706.16,617.9,Completed,2005-11-03 05:53:28
138,1010,2026-04-23,pblevins,owensjuan@example.net,33,Premium,East,Mumbai,10,Electronics,383.3,2816.64,Completed,2021-04-11 19:49:31
130,1112,2025-11-28,xhart,manningtodd@example.net,45,Premium,West,Chennai,20,Groceries,1523.8,2673.94,Completed,2022-12-13 10:59:24
16,1120,2026-04-14,victoria77,jamesharvey@example.net,20,Basic,East,Hyderabad,1,Groceries,2567.13,2610.57,Pending,2016-05-19 13:09:31
10,1053,2025-08-11,kimberlyjones,markgreen@example.com,19,Basic,South,Bangalore,18,Books,4873.0,1401.4,Pending,2022-02-02 16:25:04
132,1001,2025-10-23,bowmanamy,andersontony@example.org,24,Basic,South,Chennai,7,Groceries,952.17,735.38,,2000-08-30 21:11:20
142,1187,2026-06-12,lrobbins,trujillorebecca@example.net,59,Premium,North,Hyderabad,17,Books,4125.25,2295.39,,2020-11-30 13:46:56
200,1117,2026-03-27,juliajarvis,smithkimberly@example.org,55,Basic,South,Hyderabad,13,Electronics,1515.33,2115.05,Pending,1976-03-27 09:14:07
278,1009,2026-02-17,dsmith,uyoung@example.com,21,Premium,South,Hyderabad,20,Books,1057.44,1363.82,Pending,1976-06-20 03:48:24
253,1094,2025-09-26,amanda92,jesse82@example.com,31,Basic,South,Chennai,4,Electronics,3421.51,1879.32,Completed,2006-09-09 05:21:27
207,1100,2025-12-20,jamiegreen,stuartraymond@example.com,17,Basic,East,Delhi,13,Electronics,972.96,2942.35,Completed,2007-11-23 15:35:23
225,1043,2026-01-14,victor41,estokes@example.org,29,Premium,North,Mumbai,10,Groceries,4812.65,141.88,Pending,2001-01-24 09:28:07
97,1140,2026-05-27,caseygarcia,michaeljones@example.com,37,Basic,South,Mumbai,17,Electronics,1682.89,1336.35,Completed,1984-05-29 17:00:38
210,1146,2025-08-15,emilyperkins,harringtonmorgan@example.org,58,Basic,North,Bangalore,5,Books,4444.88,2072.14,,1981-11-06 15:33:44
165,1138,2026-04-18,oblackwell,charlesmichael@example.net,19,Premium,East,Delhi,20,Clothing,3916.25,2306.59,Completed,1974-04-10 19:28:24
54,1176,2025-08-30,mathisrobert,audrey36@example.com,62,Premium,South,Chennai,7,Books,4089.84,1794.49,Pending,1976-02-19 17:51:05
81,1058,2025-09-18,ruizdeborah,eperkins@example.com,35,Premium,East,Delhi,5,Books,3384.92,1979.96,,1991-02-23 22:53:22
160,1030,2025-09-19,iboyd,johngriffith@example.org,42,Basic,West,Bangalore,11,Books,2070.47,2118.31,,1990-04-05 09:44:12
288,1129,2026-04-28,vwilson,smithkelly@example.net,50,Basic,West,Chennai,4,Clothing,581.52,1246.3,Pending,1978-05-05 10:31:15
14,1193,2026-01-07,qmendoza,michael07@example.com,39,Premium,West,Mumbai,13,Electronics,2116.61,2670.45,,2013-10-03 06:47:01
108,1031,2025-10-08,petersemily,charlesvalerie@example.net,34,Basic,West,Mumbai,19,Electronics,3176.05,2218.64,,1989-06-05 01:32:29
47,1013,2026-01-15,marc17,richard61@example.com,26,Basic,West,Chennai,15,Electronics,4218.71,186.29,Completed,2005-05-10 08:17:33
21,1135,2026-01-11,allencynthia,matthewsmichelle@example.org,22,Basic,North,Hyderabad,3,Books,2840.91,2541.55,Completed,1978-09-01 12:40:29
194,1012,2026-03-22,samantha91,jasonblack@example.net,21,Premium,South,Hyderabad,5,Clothing,3001.48,1654.07,,1997-04-23 19:32:12
86,1034,2025-08-20,deborahhughes,baileycynthia@example.com,50,Premium,East,Chennai,19,Clothing,1687.51,668.68,,1972-06-15 05:56:08
153,1159,2025-08-01,michellerodriguez,villarrealjon@example.com,60,Premium,South,Delhi,13,Clothing,4598.15,2003.55,,2005-03-19 13:56:21
26,1165,2026-04-23,awilson,ojackson@example.org,33,Basic,West,Delhi,10,Books,2153.87,1600.34,,2005-07-14 06:24:45
185,1139,2026-04-10,lchavez,kenneth99@example.org,60,Premium,West,Hyderabad,17,Clothing,4135.79,2730.59,Completed,1975-11-21 10:44:24
10,1101,2025-07-14,lpeck,chad35@example.com,40,Basic,North,Hyderabad,19,Electronics,4755.26,1014.63,,1970-09-11 03:15:44
68,1026,2026-01-25,stevenburns,amy48@example.net,20,Premium,East,Bangalore,13,Books,3316.82,2739.17,,1986-10-09 12:12:59
43,1186,2026-02-23,sarahelliott,janepayne@example.com,38,Basic,South,Hyderabad,11,Groceries,4217.2,2430.24,,1993-11-26 12:25:13
298,1098,2025-09-19,pday,rhondawilson@example.net,46,Premium,North,Chennai,1,Electronics,2550.08,2998.8,,1974-09-09 17:24:30
40,1158,2025-12-01,laurie79,qford@example.net,46,Premium,West,Delhi,19,Books,588.07,2935.73,Pending,1976-10-14 02:23:44
15,1070,2026-05-06,john94,jill87@example.com,64,Premium,South,Chennai,16,Electronics,1462.49,219.07,Completed,1982-05-09 19:26:20
180,1006,2025-10-05,daniellemiller,carlyrollins@example.net,28,Premium,East,Delhi,3,Clothing,2355.08,123.94,,1978-07-29 09:52:29
236,1069,2025-09-10,batesstephen,smithjulie@example.net,28,Basic,North,Delhi,12,Clothing,3569.53,761.67,,1998-01-02 13:53:13
144,1047,2025-08-16,fvalenzuela,gilmoremichael@example.net,32,Premium,South,Hyderabad,18,Clothing,1159.9,2351.95,Completed,2018-04-30 13:47:48
33,1013,2025-09-16,lindsayfletcher,omcconnell@example.org,38,Basic,West,Mumbai,17,Clothing,2280.3,2087.15,,1981-06-28 18:21:52
116,1142,2026-03-26,suttonglenn,wilsonkevin@example.com,23,Basic,North,Chennai,4,Books,2304.05,1393.59,,2004-12-09 07:44:42
270,1075,2025-11-21,michael40,ericamyers@example.org,45,Basic,North,Bangalore,11,Books,466.58,1867.27,,2012-02-10 05:55:47
31,1066,2026-03-12,greenthomas,hmcclain@example.com,29,Premium,East,Bangalore,9,Clothing,1910.15,1215.35,Completed,1993-08-04 15:51:34
219,1009,2025-12-27,steven25,ylowery@example.com,65,Basic,North,Delhi,2,Books,4938.48,2373.3,,2004-04-17 02:36:58
76,1168,2025-12-30,benjamin76,schavez@example.net,20,Premium,West,Chennai,12,Electronics,2466.22,2650.76,,2018-10-02 10:58:20
300,1036,2026-06-23,kenneth70,kingjohn@example.org,28,Basic,West,Mumbai,6,Clothing,2096.46,2204.61,Pending,2024-11-17 08:02:43
208,1129,2026-03-27,david43,matthewmyers@example.net,42,Basic,South,Mumbai,14,Groceries,4457.18,1630.31,,1972-01-28 22:46:21
285,1037,2025-11-22,jimenezanthony,zhorton@example.com,63,Premium,West,Mumbai,20,Groceries,2485.14,2862.84,,1974-07-09 20:50:18
27,1193,2025-12-22,piercerobert,hudsonkenneth@example.com,48,Basic,South,Hyderabad,4,Clothing,1068.19,1368.69,Pending,1987-10-13 02:00:19
22,1053,2026-06-12,dawn34,byrdrobert@example.net,39,Premium,West,Chennai,15,Electronics,314.91,2037.8,,2021-07-05 19:57:35
83,1000,2026-01-04,morganrussell,sbennett@example.org,23,Premium,North,Hyderabad,17,Groceries,702.04,1139.09,Pending,1974-05-07 04:25:45
238,1055,2026-03-22,dunndaisy,creeves@example.org,20,Premium,East,Chennai,13,Electronics,4770.5,2309.17,,2014-09-16 10:10:27
194,1089,2026-04-20,linda00,sayala@example.net,39,Premium,West,Delhi,1,Books,2333.58,2059.55,Completed,2024-03-12 06:14:15
52,1070,2026-06-07,andersondiana,anthonyhaynes@example.net,30,Basic,South,Hyderabad,3,Clothing,4722.64,2553.84,Pending,1987-01-16 18:12:47
56,1036,2026-06-17,kyle30,zanderson@example.net,47,Premium,West,Hyderabad,13,Electronics,1562.13,2581.08,,1984-11-08 23:45:59
157,1087,2025-10-29,tyler47,shirley16@example.com,38,Basic,East,Mumbai,6,Clothing,3106.61,724.19,,1994-09-26 03:16:30
20,1090,2025-10-10,brandon28,dweeks@example.net,17,Basic,North,Chennai,10,Electronics,1259.46,1962.48,,1978-11-18 15:16:59
36,1147,2025-10-22,jamesbass,eanderson@example.com,58,Premium,South,Chennai,11,Clothing,3481.27,500.52,,2021-06-09 09:43:02
276,1193,2025-08-08,berryamanda,lmedina@example.org,62,Basic,West,Bangalore,4,Books,1042.39,2008.43,Completed,2000-05-26 07:10:42
65,1181,2026-04-18,lawrencenathaniel,jeffreysalinas@example.org,29,Basic,West,Delhi,3,Clothing,3769.67,448.82,Completed,2025-01-09 17:32:03
128,1110,2025-07-28,bellstephanie,scooper@example.org,58,Premium,South,Mumbai,9,Electronics,2945.15,2637.41,Completed,2020-01-28 15:52:49
186,1180,2025-09-24,ashaw,dmurphy@example.net,58,Basic,East,Hyderabad,16,Electronics,329.61,421.74,Pending,2016-05-20 13:07:29
244,1027,2026-01-11,lstephens,mwalker@example.com,32,Premium,South,Chennai,16,Clothing,2545.22,266.03,Completed,2001-12-20 12:37:10
8,1056,2025-07-31,rjohnson,david08@example.org,48,Basic,West,Hyderabad,1,Groceries,1684.1,1473.49,Completed,1982-01-06 21:51:19
152,1022,2026-04-21,wbender,amandaking@example.org,27,Premium,South,Mumbai,2,Clothing,537.68,1919.18,,1976-04-26 12:12:42
135,1019,2026-01-23,qhayes,perkinsconnie@example.org,23,Basic,North,Delhi,2,Electronics,1619.44,2033.9,Completed,1977-07-25 13:10:21
62,1100,2025-08-07,rodneyhayes,karen78@example.org,15,Premium,East,Delhi,20,Books,4773.5,1467.4,Pending,2005-09-14 13:06:38
201,1039,2025-10-11,vhernandez,dwise@example.com,16,Premium,South,Delhi,18,Books,2763.86,1767.71,,1979-02-04 06:41:32
213,1032,2025-07-29,manuelmccarthy,melinda39@example.net,39,Basic,North,Mumbai,18,Electronics,4122.81,2634.5,,1976-04-05 08:51:13
178,1120,2025-08-03,lee50,lopezlaurie@example.org,35,Premium,South,Chennai,3,Electronics,991.14,1717.28,Pending,1970-06-27 16:20:00
257,1108,2025-10-29,sanderstina,rachelhaney@example.com,45,Premium,West,Hyderabad,18,Clothing,365.05,1732.92,Pending,2005-04-27 11:44:13
273,1082,2025-07-02,salazarkaren,amcgee@example.org,58,Premium,North,Chennai,8,Books,4506.56,702.15,Completed,1990-04-20 17:48:37
158,1020,2025-08-01,bnelson,donald45@example.net,57,Premium,South,Chennai,9,Electronics,214.46,2477.98,Pending,2016-08-27 19:32:20
137,1124,2025-08-13,theresa16,espinozamichaela@example.net,56,Premium,North,Mumbai,20,Clothing,2932.77,2505.44,Completed,1981-01-02 23:46:12
291,1100,2025-07-19,emilyshaffer,riosraymond@example.com,45,Basic,West,Mumbai,17,Electronics,4766.12,1973.84,Completed,2000-12-29 21:16:00
33,1178,2026-04-05,zdavis,camachorichard@example.org,48,Premium,South,Hyderabad,17,Groceries,2214.14,270.2,Completed,1978-08-03 08:27:14
32,1175,2025-09-23,thomasnatasha,dnelson@example.com,56,Basic,North,Delhi,15,Books,4488.28,1209.58,Pending,1983-02-06 07:15:56
182,1133,2025-09-05,gchen,kevin36@example.net,18,Basic,North,Hyderabad,5,Books,599.74,2128.23,,2014-01-22 21:47:42
2,1142,2026-02-15,matthew44,derrickheath@example.org,20,Basic,South,Hyderabad,15,Groceries,403.38,59.71,Pending,2011-11-27 16:01:04
35,1050,2025-11-25,ashley81,wcampos@example.net,16,Basic,West,Mumbai,11,Clothing,551.57,2320.23,Pending,1999-04-13 01:36:45
270,1163,2026-01-30,qvaughn,jonesmelanie@example.com,44,Premium,South,Hyderabad,19,Clothing,2250.08,2789.68,Completed,1979-10-17 15:08:15
89,1159,2025-08-18,gravesnina,brightbrian@example.net,19,Premium,East,Bangalore,2,Books,2276.63,2462.61,Pending,1985-04-07 19:41:25
210,1041,2026-04-23,lopezthomas,ashley77@example.com,27,Basic,South,Chennai,19,Groceries,1824.59,1298.6,Completed,2024-04-26 17:53:14
293,1120,2025-10-17,rswanson,grantdanielle@example.net,49,Basic,East,Chennai,14,Electronics,3908.24,1800.88,Completed,2015-12-30 22:07:25
235,1037,2026-01-01,patrick34,nicholas81@example.net,47,Basic,South,Mumbai,2,Groceries,3339.57,583.55,Pending,2003-08-18 06:52:29
13,1156,2025-12-29,joelcampbell,michelle56@example.net,54,Basic,South,Delhi,2,Books,4454.7,711.66,Completed,1997-11-02 23:01:13
252,1126,2025-07-20,smoore,danielnorris@example.com,61,Premium,South,Delhi,10,Electronics,3539.5,1441.28,,1971-10-18 15:17:41
124,1081,2026-04-11,robinmcdonald,daniel28@example.net,30,Basic,South,Chennai,19,Clothing,3344.18,283.0,Completed,2012-09-24 13:21:43
281,1130,2025-06-29,sarahwhite,patricklloyd@example.org,61,Basic,North,Mumbai,15,Electronics,966.17,1732.27,Pending,1978-09-07 04:39:13
103,1146,2025-10-12,gibbsmichele,ablanchard@example.net,23,Premium,West,Bangalore,16,Groceries,1392.51,1208.3,,1975-11-14 04:27:14
233,1107,2025-07-16,ramirezmatthew,robert72@example.org,15,Basic,North,Bangalore,17,Books,3238.02,2086.62,,1989-03-10 18:28:41
257,1047,2025-07-02,singletongloria,mollydalton@example.net,42,Basic,North,Mumbai,2,Clothing,4324.89,323.73,Completed,2005-06-28 15:56:22
187,1060,2025-10-22,salasmadison,zacharywilliams@example.com,31,Basic,North,Chennai,18,Groceries,3858.61,1066.27,,1982-11-17 16:06:42
257,1160,2025-09-03,contrerasjennifer,hallmichelle@example.org,61,Premium,West,Mumbai,19,Clothing,737.46,151.57,Pending,2008-02-23 21:58:40
164,1034,2025-06-29,turnerkelli,jennifer90@example.net,29,Basic,South,Chennai,14,Groceries,893.25,2631.61,,2012-11-13 22:34:35
147,1164,2025-07-03,mjohnson,stephaniepayne@example.org,16,Basic,West,Delhi,5,Electronics,3868.06,2865.0,Completed,2022-11-20 12:42:15
12,1033,2025-11-21,pamela93,matthewwright@example.org,31,Premium,South,Bangalore,18,Electronics,4628.4,512.64,,2014-08-21 13:10:42
196,1006,2025-10-04,brooke88,romerochristine@example.org,54,Premium,West,Chennai,5,Books,3891.91,2039.95,,2005-02-19 17:28:51
271,1098,2026-03-14,uwilson,rachelanderson@example.com,45,Basic,North,Delhi,14,Groceries,1208.77,2126.23,Completed,1981-07-31 20:09:07
18,1049,2026-06-22,martintiffany,kochshawn@example.org,23,Basic,East,Delhi,4,Clothing,1921.05,1086.88,Pending,1973-12-23 12:28:35
269,1153,2026-04-23,rodriguezronald,ortegacolleen@example.net,56,Premium,West,Bangalore,2,Groceries,3309.26,2985.41,,1999-04-18 20:47:12
28,1074,2026-01-31,hendrixgary,gregoryhumphrey@example.org,46,Basic,East,Mumbai,10,Clothing,854.69,2791.82,Completed,2019-08-31 20:30:58
116,1020,2026-04-13,whitneyferguson,michele04@example.org,22,Premium,East,Mumbai,20,Electronics,250.86,2707.35,,2024-04-01 07:27:43
204,1200,2025-08-24,davidcisneros,kim43@example.net,46,Basic,South,Bangalore,2,Books,4745.76,805.15,Completed,1996-02-23 15:03:32
38,1089,2026-02-22,jimmy29,julierasmussen@example.com,32,Basic,South,Mumbai,14,Groceries,1854.09,534.62,Pending,2015-03-27 12:18:39
83,1146,2025-12-08,srogers,fmoore@example.com,38,Premium,North,Bangalore,15,Electronics,4674.52,1159.43,Pending,2005-08-05 04:04:25
