customer_id,customer_name,email,city,customer_type
441,Marie Thompson,jeffrey92@example.com,Ahmedabad,VIP
442,Michael Anderson,rushstacy@example.com,Chennai,PREMIUM
443,Patricia Bradley,carriemccall@example.net,Mumbai,VIP
444,Keith Zuniga,markmiller@example.com,Pune,REGULAR
445,Mrs. Stacey Davis,sean43@example.org,Hyderabad,PREMIUM
446,Hayley Buchanan,invalid@email.com,Pune,VIP
447,Stacey Snyder,ybell@example.org,Kolkata,VIP
448,Rachel Lane,franciscojones@example.org,Delhi,REGULAR
449,Fernando Lynn,petersonpamela@example.org,Pune,REGULAR
450,Kimberly Villanueva,morgantricia@example.com,Ahmedabad,VIP
451,Jessica Valdez,gmoore@example.com,Bangalore,PREMIUM
452,Colton Terry,donna43@example.org,Mumbai,PREMIUM
453,Kenneth Larsen,briansmith@example.org,Bangalore,PREMIUM
454,Matthew Greene,collinclark@example.net,Pune,REGULAR
455,Bradley Anthony,kristen77@example.net,Chennai,REGULAR
456,Martin Hughes,nicole52@example.com,Bangalore,VIP
457,Jeremiah Baker,anne21@example.org,Pune,PREMIUM
458,Rhonda Gutierrez,angelarandall@example.net,Chennai,REGULAR
459,Joseph Camacho,parmstrong@example.com,Delhi,REGULAR
460,James Nash,shawrachel@example.net,Chennai,VIP
461,Lisa Martinez,kthompson@example.org,Ahmedabad,PREMIUM
462,Beth Henderson,oharris@example.org,Ahmedabad,VIP
463,Deanna Bartlett,millerangela@example.net,Pune,VIP
464,Donald Ellis,buchanancindy@example.net,Ahmedabad,REGULAR
465,Ashley Hernandez,buckleyanna@example.org,Delhi,PREMIUM
466,Sharon Beard,pbaker@example.com,Pune,VIP
467,Kara Jackson,mthomas@example.net,Ahmedabad,PREMIUM
468,Amanda Preston,hannah07@example.com,Pune,PREMIUM
469,Alicia Roth,larry71@example.org,Bangalore,VIP
470,William Ramos,joseph69@example.net,Kolkata,PREMIUM
471,Jeremy Mcintyre,wfigueroa@example.net,Hyderabad,PREMIUM
472,Samantha Robertson,cameronmckinney@example.com,Mumbai,PREMIUM
473,Samuel Suarez,thompsonnancy@example.org,Chennai,REGULAR
474,Danielle Bryant,janet45@example.com,Pune,VIP
475,Madison Martinez,allentracy@example.com,Chennai,REGULAR
476,Seth Matthews,max41@example.com,Ahmedabad,PREMIUM
477,Anthony Nash,mercedesholland@example.net,Chennai,PREMIUM
478,Matthew Palmer,wellsdavid@example.org,Delhi,PREMIUM
479,Alejandra King,jennifer46@example.com,Pune,VIP
480,Judy Robinson,erica96@example.net,Pune,REGULAR
481,Jorge Bates,anna99@example.com,Kolkata,PREMIUM
482,Brian Brown,danielle44@example.net,Chennai,PREMIUM
483,Stephanie Evans,zacharyallen@example.org,Chennai,PREMIUM
484,Rebekah Greene,erin07@example.com,Kolkata,REGULAR
485,Jason Price,aguilarwanda@example.org,Bangalore,PREMIUM
486,Micheal Parks,qknox@example.com,Pune,REGULAR
487,Sarah Pittman,kellyruiz@example.net,Bangalore,VIP
488,Robert Hines,staceylam@example.net,Pune,REGULAR
489,Henry Garner,robert55@example.com,Chennai,REGULAR
490,Julie Wilson,delacruzbrandy@example.net,Ahmedabad,REGULAR
491,Steve Mason,amoreno@example.org,Chennai,REGULAR
492,Brittany Gay,robert97@example.org,Bangalore,VIP
493,Mike Maxwell,lcook@example.com,Hyderabad,VIP
494,Abigail Hill,barbaramoore@example.org,Chennai,VIP
495,Jeffrey Jordan,ysanford@example.org,Chennai,REGULAR
496,Curtis Watson,mcclainkatherine@example.net,Chennai,VIP
497,Michael Sims,jeremywiley@example.com,Kolkata,PREMIUM
498,James Chapman,cameronwilliams@example.com,Mumbai,PREMIUM
499,Joseph Warren,ibarron@example.com,Ahmedabad,REGULAR
500,Katherine Christensen MD,osmith@example.net,Delhi,PREMIUM
501,Mrs. Alison Wagner,richardsondebra@example.org,Mumbai,PREMIUM
502,Martin Wise,wheelerbrandon@example.org,Ahmedabad,PREMIUM
503,Alicia Norris,hwallace@example.net,Kolkata,VIP
504,Michael Harris,turnerdorothy@example.net,Chennai,REGULAR
505,Lisa Haynes,grivas@example.net,Chennai,PREMIUM
506,Autumn Wilson,jimenezchelsea@example.com,Ahmedabad,PREMIUM
507,Valerie Howard,cphillips@example.net,Bangalore,VIP
508,Daniel Fitzpatrick MD,smithchristopher@example.org,Bangalore,PREMIUM
509,Maureen Hernandez,chancharles@example.net,Chennai,PREMIUM
510,David Hall,joseph01@example.org,Chennai,PREMIUM
511,Sarah Ward,ronald11@example.org,Mumbai,PREMIUM
512,Charles Holland,michael79@example.com,Hyderabad,PREMIUM
513,Anna Briggs,danielross@example.com,Pune,REGULAR
514,James Jefferson,zbanks@example.org,Bangalore,PREMIUM
515,Michael Brown,dalepruitt@example.com,Pune,REGULAR
516,Meghan White,nmaxwell@example.org,Pune,REGULAR
517,Sheryl Acosta,timothyfreeman@example.com,Delhi,PREMIUM
518,Arthur Pena,busherica@example.net,Chennai,VIP
519,Krystal Levine,april91@example.com,Hyderabad,REGULAR
520,Danielle Reed,invalid@email.com,Chennai,VIP
521,Mason Moore,kchristian@example.org,Kolkata,REGULAR
522,Erica Rivera,brent38@example.net,Mumbai,PREMIUM
523,Robert Miller,csolis@example.org,Mumbai,PREMIUM
524,Jillian Wilson,bmcgee@example.org,Ahmedabad,REGULAR
525,Andrew Dunn,connersylvia@example.net,Ahmedabad,VIP
526,Jordan Clark,xclements@example.org,Mumbai,VIP
527,Sarah Rivera,xmoran@example.net,Kolkata,REGULAR
528,Brent Hopkins,petersonmaria@example.com,Mumbai,VIP
529,Jacqueline Rodriguez,travisunderwood@example.net,Bangalore,VIP
530,Ashley Carr,davidphelps@example.org,Bangalore,VIP
531,Richard Love,shermanbrandon@example.net,Hyderabad,PREMIUM
532,Leah Barton,lellis@example.net,Hyderabad,VIP
533,Jonathan Moreno,tranryan@example.net,Pune,PREMIUM
534,Mr. Thomas Thompson,jessicaanderson@example.com,Pune,REGULAR
535,Lisa Morris,mbarnes@example.net,Bangalore,VIP
536,Denise Stuart,shawn22@example.com,Pune,REGULAR
537,Stacey Hunt,jennifer83@example.org,Pune,VIP
538,Miguel Parks,tinasantos@example.org,Ahmedabad,VIP
539,Melissa Morris,hodgesanna@example.net,Chennai,REGULAR
540,Mary Butler,natalie60@example.net,Ahmedabad,REGULAR
541,James Brown,gonzalezkaren@example.org,Hyderabad,REGULAR
542,Miss Brianna Brown,james80@example.com,Pune,PREMIUM
543,Ashley Parrish,juliahoffman@example.org,Ahmedabad,PREMIUM
544,Rebecca Horton,housepaul@example.net,Mumbai,PREMIUM
545,Juan Smith,james73@example.net,Hyderabad,VIP
546,Maria Fischer,kimberlybrandt@example.com,Bangalore,PREMIUM
547,William Jones,jillwilson@example.org,Kolkata,VIP
548,Justin Anderson,adam72@example.org,Kolkata,PREMIUM
549,Frank Williams,tracy98@example.com,Ahmedabad,VIP
550,Michael Fox,abigailhartman@example.org,Delhi,REGULAR
551,Joshua Davis,nicolealvarado@example.com,Bangalore,PREMIUM
552,Daniel Goodwin,wbarajas@example.net,Chennai,VIP
553,Michael Griffin,susanfleming@example.com,Bangalore,REGULAR
554,Robert Wilson,amber40@example.net,Delhi,PREMIUM
555,Jaime Lang,stucker@example.net,Kolkata,REGULAR
556,Jose Vaughan,teresaayala@example.net,Pune,PREMIUM
557,Austin Santiago,michellecoleman@example.org,Pune,VIP
558,Ronald Johns,elucas@example.net,Delhi,VIP
559,Allison Love,millerbrian@example.com,Hyderabad,REGULAR
560,Laura Perez,rickey76@example.com,Kolkata,PREMIUM
561,James Wilson,maychristine@example.net,Chennai,REGULAR
562,Mercedes Jones,robertsgina@example.net,Ahmedabad,REGULAR
563,Preston Kim,bshort@example.com,Mumbai,VIP
564,Daniel Francis,susan24@example.net,Kolkata,VIP
565,Traci Camacho,susan08@example.net,Chennai,VIP
566,Andrew Armstrong,fmedina@example.com,Pune,PREMIUM
567,Patrick Swanson,robertbrewer@example.net,Bangalore,VIP
568,Clinton Jensen,james29@example.org,Pune,PREMIUM
569,Tara Gamble,enewman@example.com,Delhi,REGULAR
570,Danielle Gonzalez,wlynn@example.org,Hyderabad,VIP
571,Cynthia Mitchell,mcculloughlouis@example.com,Kolkata,VIP
572,Matthew Steele,arianadiaz@example.com,Delhi,VIP
573,Caroline Edwards,jenniferdavidson@example.com,Delhi,VIP
574,Brandy Quinn,wford@example.com,Ahmedabad,REGULAR
575,Mr. Matthew Miller,michele28@example.org,Bangalore,PREMIUM
576,Stephen Jones,mcclainmelissa@example.net,Ahmedabad,REGULAR
577,Kevin Sullivan,rebeccaarnold@example.net,Pune,VIP
578,Kimberly Valdez,michaelwalker@example.net,Bangalore,VIP
579,Donna Marshall,sanderswayne@example.net,Delhi,REGULAR
580,Victor Holden,katherinetaylor@example.org,Chennai,PREMIUM
581,Travis Hopkins,jillwebb@example.com,Bangalore,REGULAR
582,Philip Hall,mike03@example.net,Mumbai,PREMIUM
583,Heather Harrison,ckeith@example.net,Pune,PREMIUM
584,Michael Boyd,mary49@example.net,Chennai,VIP
585,Jamie Gray,blacknicholas@example.org,Bangalore,PREMIUM
586,Heather Parrish,msparks@example.org,Ahmedabad,VIP
587,Brenda Martin,robertsonjuan@example.org,Kolkata,VIP
588,Jack Love,guerrerorobert@example.com,Pune,VIP
589,Karen Mendoza,brittanyholland@example.com,Ahmedabad,VIP
590,Andrew Berry,dennishunt@example.net,Chennai,VIP
591,Christopher Nielsen,kgreene@example.net,Chennai,REGULAR
592,Nathan Stanley,stacey37@example.net,Hyderabad,REGULAR
593,Sharon Jackson DVM,laurahoover@example.org,Delhi,REGULAR
594,Kayla Jackson,sandra99@example.org,Mumbai,PREMIUM
595,James Rodriguez,alexandrablankenship@example.net,Delhi,REGULAR
596,Chase Davis,mvalenzuela@example.org,Delhi,REGULAR
597,Kim Goodwin,olsondavid@example.net,Bangalore,VIP
598,April Pace,xboyd@example.org,Chennai,REGULAR
599,Jessica Mays,yclarke@example.com,Pune,VIP
600,Natalie Juarez,colemanjonathan@example.org,Hyderabad,REGULAR
601,Angela George,ascott@example.net,Delhi,VIP
602,Adrienne Mills,brooksjamie@example.com,Kolkata,VIP
603,Brian Simmons,jose86@example.net,Ahmedabad,VIP
604,Donald Becker,robertbowers@example.com,Delhi,PREMIUM
605,Justin Webb,becky62@example.net,Kolkata,PREMIUM
606,David Logan,craigromero@example.com,Hyderabad,REGULAR
607,Lisa Cohen,martintamara@example.org,Ahmedabad,PREMIUM
608,Samantha Ruiz,qdavis@example.org,Chennai,PREMIUM
609,Lee Ramsey,hmendez@example.com,Pune,VIP
610,Linda Bautista,daniellegonzales@example.org,Pune,PREMIUM
611,Tara Holmes,arthurgreene@example.net,Pune,VIP
612,Lisa Craig,john02@example.org,Pune,REGULAR
613,Penny Gomez MD,aprilmclaughlin@example.org,Delhi,PREMIUM
614,Krista Barber,michael43@example.net,Bangalore,REGULAR
615,Jordan Powell,greenrichard@example.org,Kolkata,VIP
616,Kathy Morgan,prattsue@example.net,Chennai,PREMIUM
617,Laura Benson,xhart@example.org,Pune,REGULAR
618,Tonya Ellis,bmosley@example.com,Ahmedabad,VIP
619,Austin Schultz,ericahall@example.com,Delhi,PREMIUM
620,Harry Nichols,john16@example.net,Kolkata,VIP
621,Gloria Spencer,thomasgomez@example.net,Mumbai,REGULAR
622,Travis Vega,victorgonzalez@example.net,Hyderabad,REGULAR
623,Derek Perez,marykelly@example.org,Ahmedabad,PREMIUM
624,Blake Sosa,waustin@example.net,Bangalore,PREMIUM
625,Sarah Watson,travis94@example.com,Delhi,VIP
626,Phillip Dixon,kwalker@example.org,Kolkata,PREMIUM
627,Robert Mendoza,shawphillip@example.net,Hyderabad,VIP
628,Joyce Martinez,astewart@example.org,Pune,VIP
629,Jamie Garcia,chloe42@example.net,Kolkata,VIP
630,Derrick Mullen,michael76@example.org,Delhi,VIP
631,Paul Diaz,lramirez@example.net,Bangalore,REGULAR
632,Kenneth Perez,lelinda@example.net,Kolkata,PREMIUM
633,James Thomas,thomassmith@example.com,Pune,VIP
634,Dr. Samuel Holmes DDS,jevans@example.net,Chennai,REGULAR
635,Brett Martin,lisawoods@example.net,Kolkata,VIP
636,Patrick Green,ann45@example.org,Hyderabad,REGULAR
637,Gregory Frazier,barbarasantos@example.net,Ahmedabad,VIP
638,Richard Kelly,champton@example.org,Chennai,PREMIUM
639,Dustin Welch,mirandadavidson@example.com,Pune,REGULAR
640,Logan Sullivan,millermatthew@example.com,Delhi,VIP
641,Eddie Adams,cnelson@example.com,Ahmedabad,VIP
642,Kelly Cole,ivanjohnson@example.net,Ahmedabad,REGULAR
643,David Manning,clarkrandy@example.org,Bangalore,PREMIUM
644,Shawn Kelley,wisealexandria@example.org,Hyderabad,VIP
645,Luke Miller,pparker@example.net,Mumbai,VIP
646,Mark Anderson,anthonyalvarado@example.com,Ahmedabad,REGULAR
647,Julie Pitts,amy28@example.org,Kolkata,REGULAR
648,Joyce Curry,omills@example.net,Mumbai,REGULAR
649,Gregory Fernandez,ramosmichael@example.com,Bangalore,REGULAR
650,Adam Mills,invalid@email.com,Kolkata,REGULAR
651,Katherine Campos,albert64@example.net,Mumbai,PREMIUM
652,Adam Brooks,bkhan@example.com,Ahmedabad,VIP
653,Miguel Brewer,fwalker@example.com,Chennai,VIP
654,Kellie Marsh,justin84@example.com,Pune,VIP
655,Barry Taylor,walshchristine@example.com,Kolkata,PREMIUM
656,Katherine Flores,brandonnichols@example.org,Ahmedabad,VIP
657,Diane Martinez,oacosta@example.org,Pune,VIP
658,Johnny Peterson,kristi75@example.com,Delhi,VIP
659,Amanda Miller,brianrowe@example.org,Mumbai,PREMIUM
660,Catherine Huang,lisa01@example.net,Mumbai,PREMIUM
661,Ray Ramos,gonzalezjill@example.org,Mumbai,VIP
662,Vickie Kennedy,sharon20@example.net,Pune,PREMIUM
663,Kelly King,james03@example.org,Delhi,PREMIUM
664,Jeffrey Smith,brenda63@example.org,Kolkata,PREMIUM
665,Lauren Vazquez,nathandavis@example.org,Chennai,PREMIUM
666,Mr. George Booker DDS,browndeanna@example.net,Bangalore,PREMIUM
667,Ashley Freeman,tina57@example.net,Delhi,VIP
668,Michael Howard,johnwilliams@example.net,Mumbai,VIP
669,Edward Terry,ashleystephens@example.com,Delhi,REGULAR
670,Denise Guerra,caseymoore@example.com,Mumbai,REGULAR
671,Kimberly Gibson,bgross@example.net,Mumbai,VIP
672,Patty Allen,barrettamber@example.com,Bangalore,PREMIUM
673,Michael Cannon,chloemorris@example.net,Ahmedabad,REGULAR
674,Brent Hopkins,conleydavid@example.org,Chennai,REGULAR
675,John Garcia,hbarrett@example.net,Chennai,PREMIUM
676,Dawn Diaz,smithsamantha@example.net,Ahmedabad,PREMIUM
677,Steve Miller PhD,wardjulia@example.com,Delhi,PREMIUM
678,Rebecca Brown,allison14@example.org,Hyderabad,REGULAR
679,Toni Davis,amandalopez@example.net,Mumbai,VIP
680,Laura Meza,xreese@example.net,Hyderabad,REGULAR
681,Megan Park,kandrade@example.org,Chennai,REGULAR
682,Kathy Sandoval,umahoney@example.net,Kolkata,PREMIUM
683,Erika Watson PhD,umckenzie@example.net,Delhi,REGULAR
684,Joshua Brooks,invalid@email.com,Pune,PREMIUM
685,Andrew Mitchell,holmesvictoria@example.com,Ahmedabad,REGULAR
686,William Lewis,andrew48@example.net,Ahmedabad,PREMIUM
687,Tammy Moore,stevenseric@example.com,Bangalore,PREMIUM
688,Kevin Hall,christopher69@example.org,Ahmedabad,VIP
689,Misty Mcguire,tracynolan@example.net,Chennai,REGULAR
690,Susan Larson,benjamin96@example.org,Delhi,VIP
691,Tammy Cook,hbutler@example.org,Mumbai,REGULAR
692,Sarah Mcfarland,hbrown@example.org,Kolkata,PREMIUM
693,Karl Murphy,ericnunez@example.com,Bangalore,PREMIUM
694,Nicole Johnston,walkerkeith@example.com,Chennai,REGULAR
695,George Alvarez,kelleyjose@example.com,Mumbai,REGULAR
696,Patricia Anderson,timothygonzalez@example.com,Mumbai,PREMIUM
697,Christina Gilbert,johnadams@example.com,Pune,PREMIUM
698,Thomas Davis,whenderson@example.org,Hyderabad,PREMIUM
699,Kirk Johnson,gary59@example.com,Mumbai,REGULAR
700,Jessica Glass,jamesbrooks@example.net,Ahmedabad,PREMIUM
701,Ashley Brown,mistywilkins@example.org,Delhi,VIP
702,Robert Torres,njohnson@example.net,Delhi,PREMIUM
703,Christina Mills,ana92@example.net,Mumbai,REGULAR
704,Alicia Aguilar,scottbrian@example.org,Ahmedabad,VIP
705,Lisa Brown,jonesdonna@example.net,Pune,PREMIUM
706,Mary Lin,carternicole@example.com,Ahmedabad,VIP
707,James Bray,mckeetodd@example.net,Mumbai,REGULAR
708,Charlotte Mason,tcastro@example.org,Bangalore,VIP
709,Thomas Torres,klong@example.org,Pune,REGULAR
710,Harold Garrett,wendyirwin@example.com,Bangalore,REGULAR
711,Lori Johns,raymondstacy@example.org,Mumbai,VIP
712,Steven Sandoval,blairabigail@example.net,Chennai,PREMIUM
713,Lori Perez,ashleysimmons@example.com,Ahmedabad,REGULAR
714,Erin Daniels,denisecarpenter@example.net,Ahmedabad,REGULAR
715,Shari Parker,russellstout@example.org,Ahmedabad,REGULAR
716,Krystal Moore,grantstacy@example.org,Kolkata,PREMIUM
717,Ryan Thomas,cannonnicole@example.com,Ahmedabad,VIP
718,Elizabeth Reese,edwin31@example.org,Hyderabad,PREMIUM
719,Phillip Salazar,catherine93@example.net,Hyderabad,VIP
720,Michael Howard,manderson@example.com,Bangalore,REGULAR
721,Jacqueline Christian,kwells@example.org,Bangalore,VIP
722,Jason Novak,stephanie33@example.org,Bangalore,PREMIUM
723,Timothy Duke,dwatts@example.org,Kolkata,REGULAR
724,Ricardo Franklin,zcortez@example.net,Kolkata,PREMIUM
725,Laura Herrera,meyershannon@example.org,Kolkata,PREMIUM
726,Danielle Medina,grantzachary@example.net,Kolkata,PREMIUM
727,Cheryl Gonzales,kim47@example.org,Chennai,VIP
728,Louis Brown,stevenlucas@example.org,Bangalore,REGULAR
729,Ashley Osborne,phillipmorris@example.org,Kolkata,VIP
730,Kevin Marquez,nicoledavis@example.com,Mumbai,REGULAR
731,Susan Hogan,davisjasmin@example.net,Delhi,PREMIUM
732,Joseph Cruz,nicholasjames@example.org,Kolkata,VIP
733,Krystal Keller,fernandothomas@example.net,Mumbai,REGULAR
734,Eric Cross,lroberts@example.org,Chennai,PREMIUM
735,Toni Smith,alexander77@example.net,Bangalore,REGULAR
736,Lisa Snyder,briannaalvarez@example.com,Kolkata,VIP
737,Kyle Smith,christine83@example.org,Hyderabad,REGULAR
738,Anthony Bailey,melissaestrada@example.net,Bangalore,VIP
739,Thomas Williams,kchaney@example.net,Hyderabad,REGULAR
740,Matthew Graves,tammycurry@example.com,Kolkata,PREMIUM
741,Anna Evans,priscilla16@example.net,Mumbai,REGULAR
742,John Martinez,mark68@example.org,Delhi,REGULAR
743,Lisa Rodriguez,webbhaley@example.net,Pune,VIP
744,Lee Stewart,sara99@example.com,Pune,REGULAR
745,Lynn Vasquez,nicolehall@example.com,Chennai,VIP
746,April Johnson,mclaughlinjared@example.net,Kolkata,PREMIUM
747,Mrs. Felicia Castro DDS,davidsonhannah@example.com,Chennai,VIP
748,Elizabeth Hunter,katie15@example.com,Ahmedabad,REGULAR
749,Keith Choi,jamesbass@example.net,Kolkata,VIP
750,John Johnson,timothyburton@example.net,Kolkata,PREMIUM
751,Julia Olsen,conleykevin@example.net,Kolkata,REGULAR
752,Kristen Smith,lauren51@example.org,Ahmedabad,REGULAR
753,Andre Terrell,ashleyprice@example.net,Delhi,VIP
754,Richard Parker,jennifer46@example.org,Ahmedabad,REGULAR
755,David Hayes DVM,aliciathompson@example.com,Kolkata,VIP
756,Paula Gentry,zhunter@example.com,Kolkata,REGULAR
757,Brittany Peterson,hoconnor@example.com,Pune,VIP
758,Briana Wiggins,jamiejohnson@example.com,Ahmedabad,PREMIUM
759,Kelly Smith,mcdanielbrooke@example.org,Mumbai,REGULAR
760,Stephen Garcia,andrew43@example.com,Hyderabad,REGULAR
761,Dustin Patel,rlambert@example.org,Mumbai,PREMIUM
762,Brian Mullen,clarkmichael@example.com,Pune,PREMIUM
763,Tony Brock,georgecollins@example.com,Hyderabad,REGULAR
764,Amber Johnson,rodriguezbrian@example.com,Bangalore,VIP
765,Michael Vance,tjensen@example.com,Ahmedabad,REGULAR
766,Michelle Lambert,beltrankatelyn@example.com,Mumbai,PREMIUM
767,Anna Lang,tdavis@example.net,Pune,PREMIUM
768,Pamela Ruiz,douglashuang@example.com,Pune,PREMIUM
769,Jenna Lyons,kristina57@example.com,Ahmedabad,PREMIUM
770,John Bell,ssingleton@example.com,Ahmedabad,PREMIUM
771,Bethany Garcia,nguyendebra@example.com,Pune,PREMIUM
772,Jennifer Gutierrez,amydickson@example.com,Mumbai,VIP
773,Daniel Benson,bmueller@example.net,Delhi,VIP
774,Kimberly Young,stevensonjennifer@example.com,Kolkata,PREMIUM
775,Kyle Nguyen,shortgregory@example.com,Pune,REGULAR
776,Brian Cervantes,pmurphy@example.net,Mumbai,PREMIUM
777,Daniel Taylor,shermandonna@example.com,Pune,PREMIUM
778,Jean Lane,jamierich@example.com,Ahmedabad,VIP
779,Susan Torres,wrobbins@example.org,Ahmedabad,PREMIUM
780,Lisa Dixon,melissabrown@example.net,Pune,REGULAR
781,April Castro,daniel40@example.org,Ahmedabad,REGULAR
782,Kevin Garrett,bsullivan@example.net,Hyderabad,VIP
783,Christopher Taylor,xbridges@example.com,Bangalore,VIP
784,Zachary Santiago,alexanderwong@example.org,Hyderabad,PREMIUM
785,Katelyn Kim,christophermay@example.com,Mumbai,REGULAR
786,Stephanie Dominguez,dhanson@example.net,Hyderabad,REGULAR
787,Robert Cruz,jacobjacobs@example.net,Pune,REGULAR
788,Dr. Michael Adams DVM,arthur09@example.com,Ahmedabad,VIP
789,Ashley Olson,thomasjessica@example.com,Hyderabad,VIP
790,Blake Wu,sanchezcrystal@example.net,Hyderabad,REGULAR
791,Angela Schultz,chloe58@example.org,Delhi,VIP
792,Jose Harrison,robert44@example.org,Hyderabad,VIP
793,Thomas Curry,bryan79@example.org,Kolkata,REGULAR
794,Mary Carter,mitchellchristopher@example.net,Bangalore,VIP
795,Richard King,joshua40@example.net,Mumbai,VIP
796,Christopher Vargas,donnawood@example.org,Pune,PREMIUM
797,Michael Washington,cooperchristopher@example.org,Bangalore,PREMIUM
798,Samantha Monroe,ptownsend@example.net,Ahmedabad,VIP
799,Mark Clark,brian41@example.org,Mumbai,PREMIUM
800,James Turner,noahthornton@example.com,Bangalore,VIP
