course_id,learner_id,enrolment_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued,learning_duration_days,completion_delay_days,learner_name,email,phone_number,city,registration_date,subscription_type,course_title,category,instructor_id,instructor_name,duration_hours,difficulty_level,price_inr,days_since_last_activity,engagement_status
CRS042,LRN0226,ENR00805,2024-01-28,2024-02-07,2024-02-01,Completed,100,2024-02-01,58.4,1,5,No,4,-6,Rohan Bose,rohan.bose.226@rediffmail.com,9684866618,Lucknow,2022-06-06,Free,Operations Management,Business,INS001,Unknown,5,Advanced,6117,899,Disengaged
CRS032,LRN0280,ENR00601,2024-02-10,2024-02-20,,Not Started,0,,,1,,No,,,Sachin Kumar,sachin.kumar.280@hotmail.com,9684602235,Lucknow,2023-04-14,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,,Disengaged
CRS011,LRN0102,ENR00588,2024-03-09,2024-03-19,2024-03-26,Completed,100,2024-03-26,57.61,2,3,No,17,7,Deepak Reddy,deepak.reddy.102@hotmail.com,9388516060,Delhi,2022-11-17,Basic,Figma for Beginners,Design,INS012,Nisha Agarwal,5,Beginner,19,845,Disengaged
CRS013,LRN0364,ENR01511,2024-01-02,2024-03-22,,In Progress,11,2024-03-22,,1,,No,,,Komal Pillai,komal.pillai.364@yahoo.com,9796884578,Indore,2022-04-02,Basic,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,849,Disengaged
CRS023,LRN0151,ENR01034,2024-03-06,2024-05-25,,In Progress,71,2024-03-07,,1,,No,,,Ishaan Agarwal,ishaan.agarwal.151@hotmail.com,9897028385,Jaipur,2023-01-21,Basic,NLP with Python,AI & ML,INS006,Priya Singh,40,Advanced,6758,864,Disengaged
CRS057,LRN0395,ENR01602,2024-03-07,2024-03-17,,In Progress,22,,,1,,No,,,Manish Patel,manish.patel.395@gmail.com,9110392405,Chennai,2023-04-06,Basic,Microservices Architecture,Cloud Computing,INS006,Priya Singh,5,Beginner,604,,Disengaged
CRS019,LRN0277,ENR01627,2024-02-28,2024-04-28,2024-03-31,Completed,100,2024-03-31,89.52,1,1,Yes,32,-28,Aditya Rao,aditya.rao.277@yahoo.com,9935387584,Bhopal,2023-11-05,Premium,iOS Development with Swift,Mobile Development,INS009,Suresh Gupta,30,Beginner,101,840,Disengaged
CRS025,LRN0369,ENR01698,2024-02-21,2024-04-01,2024-03-31,Completed,100,,87.82,1,2,Yes,39,-1,Reena Nair,reena.nair.369@outlook.com,9350208021,Chennai,2022-05-09,Premium,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,,Disengaged
CRS032,LRN0400,ENR01089,2024-03-12,2024-03-22,,Dropped,20,,,1,,No,,,Ravi Desai,ravi.desai.400@gmail.com,9554384046,Jaipur,2022-10-14,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,,Disengaged
CRS005,LRN0349,ENR00461,2024-01-22,2024-03-02,2024-02-15,Completed,100,2024-02-15,52.8,1,4,No,24,-16,Suresh Singh,suresh.singh.349@yahoo.com,9827553942,Ahmedabad,2022-07-24,Free,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,885,Disengaged
CRS045,LRN0290,ENR01220,2024-01-09,2024-01-19,,Dropped,1,2024-01-13,,1,,No,,,Karan Malhotra,karan.malhotra.290@yahoo.com,9143744701,Bhopal,2022-02-10,Premium,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,918,Disengaged
CRS012,LRN0110,ENR00734,2024-02-11,2024-03-22,,In Progress,56,2024-03-11,,1,,No,,,Anita Iyer,anita.iyer.110@rediffmail.com,9892554665,Mumbai,2023-10-09,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,860,Disengaged
CRS002,LRN0216,ENR00207,2024-01-02,2024-01-22,2024-01-09,Completed,100,2024-01-09,82.4,1,1,Yes,7,-13,Mohit Tiwari,mohit.tiwari.216@hotmail.com,9901751863,Bhopal,2022-08-05,Basic,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,922,Disengaged
CRS010,LRN0167,ENR01286,2024-01-12,2024-02-01,,In Progress,58,2024-03-10,,2,,No,,,Rohan Mukherjee,rohan.mukherjee.167@hotmail.com,9170462265,Ahmedabad,2023-01-22,Basic,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,861,Disengaged
CRS002,LRN0064,ENR00347,2024-01-06,2024-01-26,2024-01-19,Completed,100,2024-01-19,50.64,2,4,No,13,-7,Nisha Gupta,nisha.gupta.64@gmail.com,9278742967,Ahmedabad,2022-12-23,Basic,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,912,Disengaged
CRS048,LRN0006,ENR00881,2024-03-14,2024-03-24,2024-03-21,Completed,100,,55.98,1,4,No,7,-3,Karan Pillai,karan.pillai.6@outlook.com,9283276483,Bhopal,2022-02-27,Free,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,,Disengaged
CRS044,LRN0428,ENR01135,2024-02-25,2024-05-15,2024-02-28,Completed,100,,90.85,1,4,Yes,3,-77,Shreya Mukherjee,shreya.mukherjee.428@gmail.com,9091570184,Lucknow,2022-11-16,Basic,Adobe Illustrator Mastery,Design,INS010,Anjali Iyer,40,Intermediate,2240,,Disengaged
CRS050,LRN0239,ENR00918,2024-01-19,2024-01-29,,In Progress,81,2024-03-07,,1,,No,,,Ishaan Verma,ishaan.verma.239@yahoo.com,9474112490,Bhopal,2022-12-02,Free,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,864,Disengaged
CRS051,LRN0458,ENR01867,2024-01-21,2024-04-10,2024-02-12,Completed,100,2024-02-12,83.65,1,5,Yes,22,-58,Siddharth Pillai,siddharth.pillai.458@gmail.com,9627128639,Ahmedabad,2022-09-23,Free,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,888,Disengaged
CRS007,LRN0379,ENR01132,2024-03-14,2024-04-23,2024-03-26,Completed,100,2024-03-26,55.59,2,2,No,12,-28,Pooja Tiwari,pooja.tiwari.379@outlook.com,9186387829,Kolkata,2023-02-24,Basic,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,845,Disengaged
CRS017,LRN0049,ENR01097,2024-02-12,2024-03-03,2024-02-15,Completed,100,2024-02-15,55.04,1,1,No,3,-17,Geeta Das,geeta.das.49@outlook.com,9716572628,Lucknow,2023-07-06,Premium,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,885,Disengaged
CRS007,LRN0127,ENR00148,2024-03-01,2024-04-10,2024-03-17,Completed,100,2024-03-17,90.79,2,5,Yes,16,-24,Mohit Pandey,mohit.pandey.127@outlook.com,9841616928,Kolkata,2022-04-16,Free,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,854,Disengaged
CRS043,LRN0243,ENR01574,2024-02-16,2024-05-06,2024-03-22,Completed,100,2024-03-22,85.18,1,1,Yes,35,-45,Vivaan Srivastava,vivaan.srivastava.243@gmail.com,9625324472,Lucknow,2023-09-27,Basic,Leadership & Communication,Business,INS008,Kavita Reddy,40,Beginner,995,849,Disengaged
CRS036,LRN0055,ENR01258,2024-02-20,2024-03-11,2024-02-23,Completed,100,2024-02-23,97.34,1,3,Yes,3,-17,Ajay Pillai,ajay.pillai.55@rediffmail.com,9413435240,Bengaluru,2022-10-08,Free,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,877,Disengaged
CRS055,LRN0024,ENR01124,2024-02-13,2024-02-23,2024-03-03,Completed,100,2024-03-03,58.26,1,2,No,19,9,Karan Banerjee,karan.banerjee.24@gmail.com,9354278498,Surat,2023-07-22,Free,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,868,Disengaged
CRS039,LRN0359,ENR01506,2024-01-28,2024-04-17,2024-03-11,Completed,100,2024-03-11,78.48,1,5,Yes,43,-37,Rahul Shah,rahul.shah.359@yahoo.com,9569961125,Kolkata,2022-11-21,Premium,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,860,Disengaged
CRS017,LRN0380,ENR01931,2024-01-17,2024-02-06,2024-01-20,Completed,100,2024-01-20,72.59,1,3,Yes,3,-17,Ananya Kumar,ananya.kumar.380@yahoo.com,9810220317,Delhi,2022-02-02,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,911,Disengaged
CRS034,LRN0084,ENR01420,2024-01-31,2024-02-20,2024-02-03,Completed,100,2024-02-03,53.3,1,5,No,3,-17,Shalini Mukherjee,shalini.mukherjee.84@gmail.com,9461200471,Hyderabad,2023-07-05,Free,Android Development Kotlin,Mobile Development,INS002,Meera Nair,10,Intermediate,3846,897,Disengaged
CRS024,LRN0126,ENR01946,2024-01-26,2024-02-25,,In Progress,27,2024-02-17,,1,,No,,,Siddharth Chauhan,siddharth.chauhan.126@hotmail.com,9505415667,Kolkata,2022-07-11,Basic,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,883,Disengaged
CRS039,LRN0281,ENR00056,2024-02-18,2024-05-08,2024-03-16,Completed,100,2024-03-16,54.79,3,4,No,27,-53,Arjun Kapoor,arjun.kapoor.281@yahoo.com,9175250074,Indore,2022-06-22,Basic,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,855,Disengaged
CRS023,LRN0028,ENR01033,2024-02-29,2024-05-19,,Not Started,0,,,2,,No,,,Aditya Chauhan,aditya.chauhan.28@rediffmail.com,9505331586,Chandigarh,2022-06-08,Enterprise,NLP with Python,AI & ML,INS006,Priya Singh,40,Advanced,6758,,Disengaged
CRS050,LRN0490,ENR00864,2024-02-22,2024-03-03,2024-02-25,Completed,100,2024-02-25,63.57,2,4,Yes,3,-7,Rahul Reddy,rahul.reddy.490@gmail.com,9410672752,Chandigarh,2023-07-14,Enterprise,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,875,Disengaged
CRS053,LRN0468,ENR01451,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,59.4,1,1,No,24,-56,Reena Srivastava,reena.srivastava.468@outlook.com,9207100219,Pune,2023-12-12,Premium,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,840,Disengaged
CRS003,LRN0420,ENR00585,2024-02-09,2024-02-29,,In Progress,83,2024-02-23,,2,,No,,,Mohit Iyer,mohit.iyer.420@gmail.com,9772934301,Ahmedabad,2023-10-03,Premium,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,877,Disengaged
CRS017,LRN0001,ENR00715,2024-02-22,2024-03-13,,In Progress,90,2024-03-24,,1,,No,,,Ananya Sharma,ananya.sharma.1@gmail.com,9433218196,Mumbai,2022-04-06,Free,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,847,Disengaged
CRS036,LRN0402,ENR01208,2024-02-18,2024-03-09,,In Progress,62,2024-03-11,,1,,No,,,Simran Tiwari,simran.tiwari.402@outlook.com,9782329832,Chandigarh,2023-12-24,Premium,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,860,Disengaged
CRS045,LRN0382,ENR00338,2024-02-18,2024-02-28,,Not Started,0,,,1,,No,,,Priya Verma,priya.verma.382@gmail.com,9058650948,Chandigarh,2022-03-14,Premium,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,,Disengaged
CRS017,LRN0216,ENR01873,2024-01-20,2024-02-09,,In Progress,25,2024-03-14,,1,,No,,,Mohit Tiwari,mohit.tiwari.216@hotmail.com,9901751863,Bhopal,2022-08-05,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,857,Disengaged
CRS013,LRN0232,ENR01090,2024-01-01,2024-03-21,,In Progress,57,2024-01-03,,1,,No,,,Geeta Yadav,geeta.yadav.232@rediffmail.com,9536541951,Surat,2022-02-23,Free,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,928,Disengaged
CRS038,LRN0006,ENR00494,2024-02-08,2024-03-09,2024-03-15,Completed,100,2024-03-15,94.13,1,1,Yes,36,6,Karan Pillai,karan.pillai.6@outlook.com,9283276483,Bhopal,2022-02-27,Free,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,856,Disengaged
CRS037,LRN0085,ENR00298,2024-01-08,2024-02-17,2024-01-21,Completed,100,2024-01-21,75.48,1,1,Yes,13,-27,Shalini Pandey,shalini.pandey.85@outlook.com,9869261796,Mumbai,2023-12-08,Basic,Data Engineering with Spark,Data Science,INS004,Sunita Rao,20,Advanced,14534,910,Disengaged
CRS045,LRN0323,ENR01470,2024-02-09,2024-02-19,,Dropped,6,2024-02-19,,2,1,No,,,Pooja Kumar,pooja.kumar.323@outlook.com,9491357759,Chandigarh,2023-08-22,Free,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,881,Disengaged
CRS034,LRN0495,ENR01803,2024-02-22,2024-03-13,2024-03-15,Completed,100,2024-03-15,55.31,1,1,No,22,2,Ajay Tiwari,ajay.tiwari.495@rediffmail.com,9196106462,Ahmedabad,2023-12-29,Basic,Android Development Kotlin,Mobile Development,INS002,Meera Nair,10,Intermediate,3846,856,Disengaged
CRS004,LRN0338,ENR01379,2024-01-15,2024-03-15,2024-01-27,Completed,100,2024-01-27,84.73,1,1,Yes,12,-48,Nikhil Bose,nikhil.bose.338@yahoo.com,9659916247,Bhopal,2022-03-27,Free,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,904,Disengaged
CRS022,LRN0331,ENR01908,2024-01-22,2024-02-11,,In Progress,80,2024-02-12,,1,,No,,,Varun Iyer,varun.iyer.331@hotmail.com,9655779082,Bengaluru,2022-08-24,Free,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,888,Disengaged
CRS001,LRN0422,ENR00654,2024-03-17,2024-04-16,,Dropped,4,2024-03-31,,1,,No,,,Shreya Iyer,shreya.iyer.422@gmail.com,9850155699,Bhopal,2022-06-29,Free,Python for Data Science,Data Science,INS009,Suresh Gupta,15,Intermediate,2986,840,Disengaged
CRS055,LRN0231,ENR00184,2024-03-12,2024-03-22,2024-03-15,Completed,100,2024-03-15,76.76,1,1,Yes,3,-7,Ananya Yadav,ananya.yadav.231@yahoo.com,9800030756,Bengaluru,2022-02-06,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,856,Disengaged
CRS049,LRN0458,ENR01603,2024-03-14,2024-04-23,,In Progress,32,,,1,,No,,,Siddharth Pillai,siddharth.pillai.458@gmail.com,9627128639,Ahmedabad,2022-09-23,Free,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,,Disengaged
CRS010,LRN0083,ENR00852,2024-03-11,2024-03-31,,Not Started,0,,,1,,No,,,Kavya Rao,kavya.rao.83@rediffmail.com,9651370985,Hyderabad,2023-10-26,Free,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,,Disengaged
CRS021,LRN0429,ENR00053,2024-01-20,2024-02-09,2024-02-13,Completed,100,2024-02-13,90.69,1,4,Yes,24,4,Ishaan Tiwari,ishaan.tiwari.429@yahoo.com,9334485714,Bengaluru,2022-10-08,Free,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,887,Disengaged
CRS006,LRN0061,ENR00555,2024-02-22,2024-03-03,,In Progress,83,2024-03-02,,1,,No,,,Kavya Bose,kavya.bose.61@gmail.com,9936183242,Mumbai,2022-06-19,Premium,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,869,Disengaged
CRS003,LRN0021,ENR01274,2024-01-20,2024-02-09,,Dropped,14,,,1,,No,,,Sachin Singh,sachin.singh.21@rediffmail.com,9219136193,Lucknow,2022-02-10,Basic,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,,Disengaged
CRS017,LRN0395,ENR01626,2024-03-03,2024-03-23,2024-03-06,Completed,100,,56.92,1,2,No,3,-17,Manish Patel,manish.patel.395@gmail.com,9110392405,Chennai,2023-04-06,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,,Disengaged
CRS006,LRN0082,ENR01017,2024-03-11,2024-03-21,2024-03-14,Completed,100,2024-03-14,73.89,1,2,Yes,3,-7,Karan Patel,karan.patel.82@gmail.com,9368516048,Ahmedabad,2023-01-13,Premium,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,857,Disengaged
CRS024,LRN0127,ENR00829,2024-01-19,2024-02-18,2024-02-14,Completed,100,,55.36,1,3,No,26,-4,Mohit Pandey,mohit.pandey.127@outlook.com,9841616928,Kolkata,2022-04-16,Free,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,,Disengaged
CRS055,LRN0128,ENR01745,2024-03-09,2024-03-19,2024-03-22,Completed,100,2024-03-22,99.16,1,3,Yes,13,3,Megha Chauhan,megha.chauhan.128@rediffmail.com,9796275705,Pune,2022-10-09,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,849,Disengaged
CRS038,LRN0218,ENR01897,2024-01-02,2024-02-01,2024-01-08,Completed,100,2024-01-08,55.29,2,4,No,6,-24,Shalini Sharma,shalini.sharma.218@yahoo.com,9127706324,Bhopal,2022-10-08,Free,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,923,Disengaged
CRS005,LRN0241,ENR00608,2024-01-01,2024-02-10,2024-01-08,Completed,100,2024-01-08,55.96,1,4,No,7,-33,Shalini Kumar,shalini.kumar.241@gmail.com,9210032365,Lucknow,2023-08-24,Free,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,923,Disengaged
CRS038,LRN0051,ENR01923,2024-01-17,2024-02-16,2024-02-09,Completed,100,2024-02-09,49.18,1,4,No,23,-7,Vivaan Nair,vivaan.nair.51@outlook.com,9527354549,Jaipur,2022-01-11,Basic,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,891,Disengaged
CRS010,LRN0207,ENR01883,2024-02-27,2024-03-18,2024-03-26,Completed,100,2024-03-26,90.86,3,4,Yes,28,8,Amit Kumar,amit.kumar.207@rediffmail.com,9341252866,Bengaluru,2023-08-12,Basic,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,845,Disengaged
CRS010,LRN0442,ENR00446,2024-03-15,2024-04-04,,Dropped,26,2024-03-29,,1,,No,,,Divya Mehta,divya.mehta.442@gmail.com,9865624220,Surat,2022-01-17,Free,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,842,Disengaged
CRS029,LRN0273,ENR00145,2024-02-10,2024-04-30,2024-02-29,Completed,100,2024-02-29,63.41,2,1,Yes,19,-61,Geeta Iyer,geeta.iyer.273@rediffmail.com,9007229034,Indore,2022-11-09,Premium,Brand Identity Design,Design,INS010,Anjali Iyer,40,Intermediate,4998,871,Disengaged
CRS027,LRN0401,ENR00583,2024-01-08,2024-02-07,,In Progress,43,2024-02-18,,1,,No,,,Suresh Banerjee,suresh.banerjee.401@rediffmail.com,9621689363,Bengaluru,2023-03-13,Enterprise,Financial Modelling,Business,INS012,Nisha Agarwal,15,Advanced,6347,882,Disengaged
CRS048,LRN0252,ENR00465,2024-02-14,2024-02-24,,Not Started,0,,,1,,No,,,Arjun Malhotra,arjun.malhotra.252@yahoo.com,9096902959,Surat,2023-08-03,Free,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,,Disengaged
CRS056,LRN0145,ENR01661,2024-02-21,2024-04-21,,Dropped,7,2024-03-04,,1,,No,,,Siddharth Pandey,siddharth.pandey.145@rediffmail.com,9841687849,Delhi,2022-05-12,Enterprise,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,867,Disengaged
CRS002,LRN0136,ENR01600,2024-03-08,2024-03-28,,Dropped,35,2024-03-21,,1,,No,,,Preeti Shah,preeti.shah.136@outlook.com,9922680182,Bengaluru,2022-06-15,Basic,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,850,Disengaged
CRS057,LRN0145,ENR00763,2024-01-14,2024-01-24,2024-01-17,Completed,100,2024-01-17,55.15,1,3,No,3,-7,Siddharth Pandey,siddharth.pandey.145@rediffmail.com,9841687849,Delhi,2022-05-12,Enterprise,Microservices Architecture,Cloud Computing,INS006,Priya Singh,5,Beginner,604,914,Disengaged
CRS012,LRN0376,ENR01133,2024-01-26,2024-03-06,,Dropped,8,2024-01-29,,1,4,No,,,Preeti Bose,preeti.bose.376@hotmail.com,9573065240,Chandigarh,2023-03-25,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,902,Disengaged
CRS053,LRN0075,ENR00261,2024-02-07,2024-04-27,,Dropped,29,2024-02-14,,1,,No,,,Sneha Verma,sneha.verma.75@hotmail.com,9240050455,Bengaluru,2022-09-08,Basic,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,886,Disengaged
CRS047,LRN0330,ENR01817,2024-01-03,2024-03-03,,Dropped,34,2024-01-14,,2,,No,,,Ajay Shah,ajay.shah.330@rediffmail.com,9449892665,Surat,2022-03-21,Basic,Cloud Security Best Practices,Cybersecurity,INS008,Kavita Reddy,30,Intermediate,2407,917,Disengaged
CRS012,LRN0485,ENR00901,2024-01-28,2024-03-08,2024-02-17,Completed,100,,70.98,1,2,Yes,20,-20,Karan Kumar,karan.kumar.485@outlook.com,9241272380,Pune,2023-11-30,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,,Disengaged
CRS044,LRN0465,ENR01544,2024-01-03,2024-03-23,2024-03-20,Completed,100,2024-03-20,82.74,1,5,Yes,77,-3,Shreya Das,shreya.das.465@rediffmail.com,9179291117,Indore,2023-09-23,Free,Adobe Illustrator Mastery,Design,INS010,Anjali Iyer,40,Intermediate,2240,851,Disengaged
CRS017,LRN0185,ENR01413,2024-02-03,2024-02-23,,In Progress,78,2024-03-26,,1,,No,,,Priya Srivastava,priya.srivastava.185@hotmail.com,9668700217,Surat,2022-12-06,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,845,Disengaged
CRS056,LRN0337,ENR00002,2024-02-24,2024-04-24,,In Progress,44,,,1,,No,,,Ananya Singh,ananya.singh.337@gmail.com,9729806865,Chandigarh,2023-06-27,Basic,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,,Disengaged
CRS052,LRN0089,ENR01507,2024-03-06,2024-05-25,2024-03-31,Completed,100,2024-03-31,92.64,1,5,Yes,25,-55,Ravi Bose,ravi.bose.89@rediffmail.com,9395024026,Delhi,2022-03-07,Basic,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,840,Disengaged
CRS002,LRN0275,ENR01844,2024-02-21,2024-03-12,,In Progress,54,2024-02-22,,2,,No,,,Manish Reddy,manish.reddy.275@outlook.com,9994417154,Bhopal,2022-10-11,Free,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,878,Disengaged
CRS045,LRN0189,ENR01683,2024-02-21,2024-03-02,,In Progress,88,2024-03-02,,2,,No,,,Anita Nair,anita.nair.189@rediffmail.com,9358662961,Chennai,2022-09-10,Premium,Photography & Lightroom,Design,INS013,Manish Verma,5,Advanced,13064,869,Disengaged
CRS025,LRN0473,ENR01302,2024-01-11,2024-02-20,,Dropped,20,2024-01-24,,1,2,No,,,Pooja Malhotra,pooja.malhotra.473@outlook.com,9799563531,Hyderabad,2022-04-11,Free,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,907,Disengaged
CRS050,LRN0408,ENR00117,2024-02-09,2024-02-19,,In Progress,81,2024-02-16,,1,,No,,,Deepak Malhotra,deepak.malhotra.408@gmail.com,9569998808,Ahmedabad,2023-04-13,Premium,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,884,Disengaged
CRS011,LRN0263,ENR01229,2024-01-24,2024-02-03,2024-01-27,Completed,100,2024-01-27,80.15,2,5,Yes,3,-7,Anita Joshi,anita.joshi.263@yahoo.com,9233206163,Bhopal,2023-09-02,Free,Figma for Beginners,Design,INS012,Nisha Agarwal,5,Beginner,19,904,Disengaged
CRS053,LRN0497,ENR01214,2024-01-04,2024-03-24,2024-01-07,Completed,100,2024-01-07,65.64,1,3,Yes,3,-77,Aarav Patel,aarav.patel.497@gmail.com,9447146273,Delhi,2022-10-11,Basic,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,924,Disengaged
CRS052,LRN0490,ENR01783,2024-03-13,2024-06-01,,Not Started,0,,,1,,No,,,Rahul Reddy,rahul.reddy.490@gmail.com,9410672752,Chandigarh,2023-07-14,Enterprise,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,,Disengaged
CRS030,LRN0092,ENR01312,2024-02-08,2024-04-08,,Dropped,9,2024-02-09,,1,,No,,,Komal Reddy,komal.reddy.92@gmail.com,9569847896,Indore,2023-12-20,Free,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,891,Disengaged
CRS053,LRN0023,ENR01227,2024-01-13,2024-04-02,,In Progress,16,2024-02-18,,1,,No,,,Shalini Tiwari,shalini.tiwari.23@rediffmail.com,9107991183,Chennai,2022-05-16,Enterprise,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,882,Disengaged
CRS002,LRN0490,ENR00920,2024-01-16,2024-02-05,2024-01-31,Completed,100,2024-01-31,75.39,1,3,Yes,15,-5,Rahul Reddy,rahul.reddy.490@gmail.com,9410672752,Chandigarh,2023-07-14,Enterprise,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,900,Disengaged
CRS016,LRN0345,ENR00410,2024-01-01,2024-01-21,,Not Started,0,,,1,2,No,,,Siddharth Iyer,siddharth.iyer.345@outlook.com,9011848955,Hyderabad,2023-09-13,Enterprise,Ethical Hacking Basics,Cybersecurity,INS010,Unknown,10,Beginner,686,,Disengaged
CRS012,LRN0457,ENR00309,2024-03-09,2024-04-18,,Dropped,28,2024-03-10,,1,,No,,,Amit Mishra,amit.mishra.457@outlook.com,9214066504,Bengaluru,2023-03-28,Free,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,861,Disengaged
CRS008,LRN0423,ENR01862,2024-02-20,2024-05-10,,In Progress,87,2024-03-15,,1,,No,,,Suresh Mukherjee,suresh.mukherjee.423@hotmail.com,9770272785,Indore,2023-02-28,Enterprise,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,856,Disengaged
CRS049,LRN0317,ENR00152,2024-02-22,2024-04-02,2024-03-26,Completed,100,2024-03-26,88.31,1,4,Yes,33,-7,Preeti Singh,preeti.singh.317@gmail.com,9934667665,Pune,2023-11-21,Free,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,845,Disengaged
CRS019,LRN0358,ENR01871,2024-02-21,2024-04-21,,Dropped,14,2024-02-24,,1,,No,,,Vijay Joshi,vijay.joshi.358@outlook.com,9455877169,Ahmedabad,2023-10-09,Enterprise,iOS Development with Swift,Mobile Development,INS009,Suresh Gupta,30,Beginner,101,876,Disengaged
CRS038,LRN0357,ENR01985,2024-03-09,2024-04-08,,In Progress,40,2024-03-30,,3,2,No,,,Nikhil Das,nikhil.das.357@outlook.com,9175455884,Mumbai,2023-02-26,Free,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,841,Disengaged
